priority score,tier,old URL,slug,title,body completeness,image readiness,title quality,legal risk,current-law sensitivity,duplicate risk,CTA readiness,metadata readiness,internal-link readiness,publication action,notes
-40,Tier C - lawyer/current-law review,https://chamanlawfirm.com/international-law-in-conflict-resolution,international-law-in-conflict-resolution,Powerful Impact Of International Law In Resolving Global Conflicts,complete enough,image/alt missing or weak,present; review for search intent,current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
-40,Tier C - lawyer/current-law review,https://chamanlawfirm.com/can-a-member-be-expelled-from-a-trade-union,can-a-member-be-expelled-from-a-trade-union,5 Powerful Reasons A Member Can Be Expelled From A Trade Union,complete enough,image/alt missing or weak,present; review for search intent,unsupported outcome claim,low automated risk,redirect conflict: /practice-areas/employment-law/trade-union-membership-disputes,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
-40,Tier C - lawyer/current-law review,https://chamanlawfirm.com/digital-evidence-admissibility-in-nigeria,digital-evidence-admissibility-in-nigeria,Powerful Insight: Challenges And Solutions In Digital Evidence Admissibility In Nigeria,complete enough,image/alt missing or weak,present; review for search intent,current-law or procedure-sensitive topic; unsupported outcome claim,lawyer review required,redirect conflict: /practice-areas/litigation-dispute-resolution/digital-evidence,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
-40,Tier C - lawyer/current-law review,https://chamanlawfirm.com/5-lis-pendens-understanding-the-doctrine,5-lis-pendens-understanding-the-doctrine,5 Critical Insights Into The Doctrine Of Lis Pendens In Real Estate Transactions; Legal Implications And Protection,complete enough,image/alt missing or weak,present; review for search intent,off-brand/property-sales wording,low automated risk,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
-40,Tier C - lawyer/current-law review,https://chamanlawfirm.com/cost-of-building-approval-chaman-law-firm,cost-of-building-approval-chaman-law-firm,What is the Cost of Building Approval in Ogun State?,complete enough,image/alt missing or weak,present; review for search intent,current-law or procedure-sensitive topic,lawyer review required,redirect conflict: /practice-areas/property-real-estate-law,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
-40,Tier C - lawyer/current-law review,https://chamanlawfirm.com/obtaining-a-certificate-of-occupancy-c-of-o,obtaining-a-certificate-of-occupancy-c-of-o,REQUIREMENTS FOR OBTAINING A CERTIFICATE OF OCCUPANCY (CofO) IN NIGERIA (LAGOS AND OGUN STATE),complete enough,image/alt missing or weak,present; review for search intent,current-law or procedure-sensitive topic,lawyer review required,redirect conflict: /resources/blog/how-do-i-obtain-a-certificate-of-occupancy,template CTA present,metadata present,internal/external links present in body marks,keep hidden pending lawyer/current-law review,no public change unless selected
-80,Tier D - already public / monitor,https://chamanlawfirm.com/how-do-i-obtain-a-certificate-of-occupancy,how-do-i-obtain-a-certificate-of-occupancy,How do I obtain a Certificate of Occupancy (C of O) in Ogun State?,complete enough,image/alt missing or weak,present; review for search intent,current-law or procedure-sensitive topic,lawyer review required,redirect conflict: /practice-areas/property-real-estate-law,template CTA present,metadata present,internal/external links present in body marks,no public change,no public change unless selected
-80,Tier D - already public / monitor,https://chamanlawfirm.com/the-role-of-family-court-in-relation-to-child-protect-in-nigeria,the-role-of-family-court-in-relation-to-child-protect-in-nigeria,THE ROLE OF FAMILY COURT IN RELATION TO CHILD PROTECTION IN NIGERIA,complete enough,image/alt missing or weak,present; review for search intent,current-law or procedure-sensitive topic; family-status topic requires lawyer review,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,no public change,no public change unless selected
-80,Tier D - already public / monitor,https://chamanlawfirm.com/how-to-calculate-stamp-duty-chaman-law-firm,how-to-calculate-stamp-duty-chaman-law-firm,How to calculate stamp duty for property transactions in Ogun?,complete enough,image/alt missing or weak,present; review for search intent,off-brand/property-sales wording; current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,no public change,no public change unless selected
-80,Tier D - already public / monitor,https://chamanlawfirm.com/proven-steps-the-canons-of-interpretation,proven-steps-the-canons-of-interpretation,What Are the Canons of Interpretation,complete enough,image/alt missing or weak,present; review for search intent,current-law or procedure-sensitive topic; family-status topic requires lawyer review,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,no public change,no public change unless selected
-80,Tier D - already public / monitor,https://chamanlawfirm.com/legal-obligations-for-debt-collectors,legal-obligations-for-debt-collectors,LEGAL OBLIGATIONS FOR DEBT COLLECTORS IN NIGERIA,complete enough,image/alt missing or weak,present; review for search intent,current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,no public change,no public change unless selected
-80,Tier D - already public / monitor,https://chamanlawfirm.com/what-is-the-process-of-land-acquisition,what-is-the-process-of-land-acquisition,What is the Process of Land Acquisition in Nigeria?,complete enough,image/alt missing or weak,present; review for search intent,current-law or procedure-sensitive topic; dispute-resolution wording requires lawyer review,lawyer review required,no configured redirect conflict,template CTA present,metadata present,internal/external links present in body marks,no public change,no public change unless selected
