priority rank,legacy post ID,old URL,old slug,old title,old SEO title,old meta description,old status,old publish date,clicks,impressions,indexed/search evidence,current production status,current redirect target,body recovered yes/no,image recovered yes/no,Sanity draft exists yes/no,Sanity slug,Sanity approval status,public URL,sitemap status,redirect replacement status,legal review status,notes
862,,https://chamanlawfirm.com/can-a-foreigner-buy-property-chaman-law-firm/,can-a-foreigner-buy-property-chaman-law-firm,Can A Foreigner Buy Property Chaman Law Firm,,,,,7,128,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/can-a-foreigner-buy-property-chaman-law-firm,no,no,no,can-a-foreigner-buy-property-chaman-law-firm,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
863,,https://chamanlawfirm.com/insurance-claims-chaman-law-firm/,insurance-claims-chaman-law-firm,Insurance Claims Chaman Law Firm,,,,,7,88,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/insurance-claims-chaman-law-firm,no,no,no,insurance-claims-chaman-law-firm,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
864,,https://chamanlawfirm.com/index.php//?detail/21717453419818,index.php,Index.Php,,,,,7,20,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required; redirect planning only; do not publish as article without equivalent content,not restored,https://chamanlawfirm.com/index.php/,no,no,no,index.php,not approved,,excluded while hidden,pending,not required unless revived,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required; redirect planning only; do not publish as article without equivalent content
865,,https://chamanlawfirm.com/landlord-and-tenant-rights-in-nigeria/#elementor-toc__heading-anchor-0,landlord-and-tenant-rights-in-nigeria,A comprehensive guide on Landlord and Tenant Rights in Nigeria,Landlord and Tenant Rights in Nigeria: Complete Legal Guide,"Understand your rights as a landlord or tenant in Nigeria. Learn about tenancy laws, and rent obligations under Nigerian property law.",,,6,7330,redirect planning only; do not publish as article without equivalent content,public article live/eligible,https://chamanlawfirm.com/landlord-and-tenant-rights-in-nigeria/,yes,yes,no,landlord-and-tenant-rights-in-nigeria,approved,https://chamanlawfirm.com/resources/blog/landlord-and-tenant-rights-in-nigeria,eligible after deployment/revalidation,pending,passed for preview,redirect planning only; do not publish as article without equivalent content
866,,https://chamanlawfirm.com/the-requirements-bank/,the-requirements-bank,The Requirements Bank,,,,,6,3673,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/the-requirements-bank,no,no,no,the-requirements-bank,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
867,,https://chamanlawfirm.com/strategies-for-successful-dispute-resolution/,strategies-for-successful-dispute-resolution,Strategies For Successful Dispute Resolution,,,,,6,2579,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required; redirect planning only; do not publish as article without equivalent content,not restored,https://chamanlawfirm.com/strategies-for-successful-dispute-resolution/,no,no,no,strategies-for-successful-dispute-resolution,not approved,,excluded while hidden,pending,not required unless revived,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required; redirect planning only; do not publish as article without equivalent content
868,,https://chamanlawfirm.com/corporate-tax-obligations-in-nigeria/,corporate-tax-obligations-in-nigeria,Corporate Tax Obligations In Nigeria,,,,,6,2474,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/corporate-tax-obligations-in-nigeria,no,no,no,corporate-tax-obligations-in-nigeria,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
869,,https://chamanlawfirm.com/registering-property-titles-in-nigeria/,registering-property-titles-in-nigeria,Registering Property Titles In Nigeria,,,,,6,2326,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/registering-property-titles-in-nigeria,no,no,no,registering-property-titles-in-nigeria,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
870,,https://chamanlawfirm.com/an-overview-of-law-office-management/,an-overview-of-law-office-management,An Overview Of Law Office Management,,,,,6,2318,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/an-overview-of-law-office-management,no,no,no,an-overview-of-law-office-management,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
871,,https://chamanlawfirm.com/legal-considerations-for-cross-border-disputes/,legal-considerations-for-cross-border-disputes,Legal Considerations For Cross Border Disputes,,,,,6,2272,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required; redirect planning only; do not publish as article without equivalent content,not restored,https://chamanlawfirm.com/legal-considerations-for-cross-border-disputes/,no,no,no,legal-considerations-for-cross-border-disputes,not approved,,excluded while hidden,pending,not required unless revived,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required; redirect planning only; do not publish as article without equivalent content
872,,https://chamanlawfirm.com/land-documentation-excision-vs-gazette/,land-documentation-excision-vs-gazette,Land Documentation Excision Vs Gazette,,,,,6,2063,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/land-documentation-excision-vs-gazette,no,no,no,land-documentation-excision-vs-gazette,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
873,,https://chamanlawfirm.com/corporate-debt-management-practices/,corporate-debt-management-practices,Corporate Debt Management Practices,,,,,6,2014,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required,not restored,/resources/blog/corporate-debt-management-practices,no,no,no,corporate-debt-management-practices,not approved,,excluded while hidden,pending,pending lawyer review,source body not present in Phase 5C prepared drafts; SEO title requires RankMath/source preservation or rewrite; meta description requires RankMath/source preservation or rewrite; image recovery/fallback required
