old URL,old title,old content type,current status,clicks,impressions,average position,backlink/ranking evidence if available,source body found,source body quality,image found,current Sanity status,current redirect status,sitemap status,page type,legal risk,current-law risk,duplicate/cannibalization risk,business value,recommended recovery path,proposed final URL,priority score,notes
https://chamanlawfirm.com/the-essential-ethics-of-debt-recovery/,The Essential Ethics Of Debt Recovery,legacy legal content,unknown from local evidence,22,4362,,not available locally,attempted from prior inventories,requires review before publication,not confirmed,unknown,needs exact review,excluded until approved,blog/static/service candidate,requires lawyer-safe review,requires current-law review,requires check,legacy SEO/business relevance under review,defer for recovery review,,,Imported from SPRINT-9M-TOP-1000-LEGACY-BLOG-SELECTION.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/4-proven-features-of-customary-marriage-and-the-bill-of-rights-conflicting-interests/,4 Proven Features Of Customary Marriage And The Bill Of Rights Conflicting Interests,legacy legal content,unknown from local evidence,22,3851,,not available locally,attempted from prior inventories,requires review before publication,not confirmed,unknown,needs exact review,excluded until approved,blog/static/service candidate,requires lawyer-safe review,requires current-law review,requires check,legacy SEO/business relevance under review,defer for recovery review,,,Imported from SPRINT-9M-TOP-1000-LEGACY-BLOG-SELECTION.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/financing-real-estate-investments-in-nigeria/,Financing Real Estate Investments In Nigeria,legacy legal content,unknown from local evidence,22,3817,,not available locally,attempted from prior inventories,requires review before publication,not confirmed,unknown,needs exact review,excluded until approved,blog/static/service candidate,requires lawyer-safe review,requires current-law review,requires check,legacy SEO/business relevance under review,defer for recovery review,,,Imported from SPRINT-9M-TOP-1000-LEGACY-BLOG-SELECTION.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/how-to-register-a-tech-company-in-nigeria/,How To Register A Tech Company In Nigeria,legacy legal content,unknown from local evidence,22,3344,,not available locally,attempted from prior inventories,requires review before publication,not confirmed,unknown,needs exact review,excluded until approved,blog/static/service candidate,requires lawyer-safe review,requires current-law review,requires check,legacy SEO/business relevance under review,defer for recovery review,,,Imported from SPRINT-9M-TOP-1000-LEGACY-BLOG-SELECTION.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/understanding-the-land-use-act-in-nigeria/,Understanding The Land Use Act In Nigeria,legacy legal content,unknown from local evidence,22,3271,,not available locally,attempted from prior inventories,requires review before publication,not confirmed,unknown,needs exact review,excluded until approved,blog/static/service candidate,requires lawyer-safe review,requires current-law review,requires check,legacy SEO/business relevance under review,defer for recovery review,,,Imported from SPRINT-9M-TOP-1000-LEGACY-BLOG-SELECTION.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/modernizing-customary-marriage/,Modernizing Customary Marriage,legacy legal content,unknown from local evidence,22,3226,,not available locally,attempted from prior inventories,requires review before publication,not confirmed,unknown,needs exact review,excluded until approved,blog/static/service candidate,requires lawyer-safe review,requires current-law review,requires check,legacy SEO/business relevance under review,defer for recovery review,,,Imported from SPRINT-9M-TOP-1000-LEGACY-BLOG-SELECTION.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/priority-in-entitlement/,Priority In Entitlement,legacy legal content,unknown from local evidence,22,3223,,not available locally,attempted from prior inventories,requires review before publication,not confirmed,unknown,needs exact review,excluded until approved,blog/static/service candidate,requires lawyer-safe review,requires current-law review,requires check,legacy SEO/business relevance under review,defer for recovery review,,,Imported from SPRINT-9M-TOP-1000-LEGACY-BLOG-SELECTION.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/understanding-the-certificate-of-occupancy-c/,Understanding The Certificate Of Occupancy C,legacy legal content,unknown from local evidence,22,2912,,not available locally,attempted from prior inventories,requires review before publication,not confirmed,unknown,needs exact review,excluded until approved,blog/static/service candidate,requires lawyer-safe review,requires current-law review,requires check,legacy SEO/business relevance under review,defer for recovery review,,,Imported from SPRINT-9M-TOP-1000-LEGACY-BLOG-SELECTION.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/environmental-law-and-climate-change/,Environmental Law And Climate Change,legacy legal content,unknown from local evidence,22,2562,,not available locally,attempted from prior inventories,requires review before publication,not confirmed,unknown,needs exact review,excluded until approved,blog/static/service candidate,requires lawyer-safe review,requires current-law review,requires check,legacy SEO/business relevance under review,defer for recovery review,,,Imported from SPRINT-9M-TOP-1000-LEGACY-BLOG-SELECTION.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/3-cybersecurity-laws-and-regulations-in-nig/,3 Cybersecurity Laws And Regulations In Nig,legacy legal content,unknown from local evidence,22,2546,,not available locally,attempted from prior inventories,requires review before publication,not confirmed,unknown,needs exact review,excluded until approved,blog/static/service candidate,requires lawyer-safe review,requires current-law review,requires check,legacy SEO/business relevance under review,defer for recovery review,,,Imported from SPRINT-9M-TOP-1000-LEGACY-BLOG-SELECTION.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/corporate-governance-principles-in-nigeria/,Corporate Governance Principles In Nigeria,legacy legal content,unknown from local evidence,22,2540,,not available locally,attempted from prior inventories,requires review before publication,not confirmed,unknown,needs exact review,excluded until approved,blog/static/service candidate,requires lawyer-safe review,requires current-law review,requires check,legacy SEO/business relevance under review,defer for recovery review,,,Imported from SPRINT-9M-TOP-1000-LEGACY-BLOG-SELECTION.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/legal-protection-against-domestic-violence/,Legal Protection Against Domestic Violence,legacy legal content,unknown from local evidence,22,2323,,not available locally,attempted from prior inventories,requires review before publication,not confirmed,unknown,needs exact review,excluded until approved,blog/static/service candidate,requires lawyer-safe review,requires current-law review,requires check,legacy SEO/business relevance under review,defer for recovery review,,,Imported from SPRINT-9M-TOP-1000-LEGACY-BLOG-SELECTION.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/telecom-infrastructure-projects-in-nigeria/,Telecom Infrastructure Projects In Nigeria,legacy legal content,unknown from local evidence,22,1967,,not available locally,attempted from prior inventories,requires review before publication,not confirmed,unknown,needs exact review,excluded until approved,blog/static/service candidate,requires lawyer-safe review,requires current-law review,requires check,legacy SEO/business relevance under review,defer for recovery review,,,Imported from SPRINT-9M-TOP-1000-LEGACY-BLOG-SELECTION.csv; Sprint 11T documented status without publishing hidden content.
https://chamanlawfirm.com/how-to-fix-mistakes-in-your-property-documents/,How To Fix Mistakes In Your Property Documents,legacy legal content,unknown from local evidence,22,1205,,not available locally,attempted from prior inventories,requires review before publication,not confirmed,unknown,needs exact review,excluded until approved,blog/static/service candidate,requires lawyer-safe review,requires current-law review,requires check,legacy SEO/business relevance under review,defer for recovery review,,,Imported from SPRINT-9M-TOP-1000-LEGACY-BLOG-SELECTION.csv; Sprint 11T documented status without publishing hidden content.
